congress,chamber,icpsr,nominate_dim1,bioname,bioguide_id,party_code,littlesis,party,color,projection-1d,projection-2d_x,projection-2d_y
117,House,21917,-0.445,"ESCOBAR, Veronica",E000299,100,337086,Democrat,red,-0.6012215614318848,0.028340816497802734,-0.4789102077484131
117,House,21919,-0.44,"FLETCHER, Elizabeth",F000468,100,337085,Democrat,red,-0.7538764476776123,0.24900460243225098,-0.7487775087356567
117,House,21922,-0.808,"GARCIA, Sylvia",G000587,100,46288,Democrat,red,-0.35659337043762207,-0.6934582591056824,-0.5340610146522522
117,House,21925,0.746,"GOODEN, Lance",G000589,200,337083,Republican,blue,-0.2709615230560303,0.027726054191589355,-0.1840537190437317
117,House,21961,0.8,"ROY, Charles",R000614,200,337087,Republican,blue,0.03993868827819824,-0.24060100317001343,0.2878894805908203
117,House,21973,0.581,"TAYLOR, Nicholas",T000479,200,337082,Republican,blue,0.016281843185424805,-0.06092977523803711,0.15113937854766846
117,House,21984,0.711,"WRIGHT, Ron",W000827,200,337084,Republican,blue,-0.13638871908187866,-0.12795299291610718,-0.0868578553199768
117,House,22112,0.725,"FALLON, Pat",F000246,200,400778,Republican,blue,-0.5181224346160889,-0.10627847909927368,-0.45726293325424194
117,House,22119,0.298,"GONZALES, Tony",G000594,200,417362,Republican,blue,-0.32605457305908203,0.05046963691711426,-0.20624828338623047
117,House,22125,0.773,"JACKSON, Ronny",J000304,200,417423,Republican,blue,-0.0821581482887268,-0.2825070023536682,0.0405120849609375
117,House,22143,0.629,"NEHLS, Troy E.",N000026,200,417552,Republican,blue,-0.39681828022003174,-0.24207526445388794,-0.3479967713356018
117,House,22147,0.66,"PFLUGER, August",P000048,200,417345,Republican,blue,-0.5730693340301514,-0.1970030665397644,-0.8258216381072998
117,House,22155,0.58,"VAN DUYNE, Beth",V000134,200,417559,Republican,blue,-0.1047661304473877,0.02337467670440674,-0.1325141191482544
117,House,22160,0.514,"ELLZEY, Jake",E000071,200,417353,Republican,blue,-0.41502511501312256,-0.09439730644226074,-0.3444235324859619
117,House,22165,0.336,"FLORES, Mayra",F000473,200,425573,Republican,blue,-0.4679931402206421,-0.1356586217880249,-0.414600133895874
117,House,29571,-0.402,"DOGGETT, Lloyd Alton, II",D000399,100,13249,Democrat,red,0.23599231243133545,0.1566162109375,0.09113740921020508
117,House,29573,-0.46,"JACKSON LEE, Sheila",J000032,100,13360,Democrat,red,-0.34018319845199585,-0.7050371170043945,-0.5429720878601074
117,House,29759,0.591,"SESSIONS, Pete",S000250,200,13582,Republican,blue,0.7304524183273315,0.49089503288269043,0.7478467226028442
117,House,29760,0.52,"BRADY, Kevin Patrick",B000755,200,13117,Republican,blue,0.10712897777557373,-0.07808727025985718,0.2384425401687622
117,House,29762,0.403,"GRANGER, Kay",G000377,200,13311,Republican,blue,0.503365159034729,-0.005403578281402588,0.4379020929336548
117,House,39305,-0.485,"JOHNSON, Eddie Bernice",J000126,100,13363,Democrat,red,-0.30466198921203613,-0.5369622707366943,-0.23517650365829468
117,House,21367,0.499,"STEWART, Chris",S001192,200,117579,Republican,blue,-0.5274394750595093,-0.20953822135925293,-0.5057209730148315
117,House,21755,0.47,"CURTIS, John R.",C001114,200,284924,Republican,blue,-0.4449542164802551,-0.19221073389053345,-0.40293699502944946
117,House,22141,0.353,"MOORE, Blake D.",M001213,200,418293,Republican,blue,-0.5339868068695068,-0.11001551151275635,-0.4851926565170288
117,House,22146,0.456,"OWENS, Burgess",O000086,200,416905,Republican,blue,-0.01209104061126709,-0.10276681184768677,0.041475892066955566
117,House,20750,-0.409,"WELCH, Peter",W000800,100,13661,Democrat,red,-0.0536801815032959,-0.40195751190185547,-0.018497347831726074
117,House,21994,-0.414,"PLASKETT, Stacey E.",P000610,100,223927,Democrat,red,-0.6408517360687256,-0.050982773303985596,-0.5458298921585083
117,House,20756,0.444,"WITTMAN, Robert J.",W000804,200,13672,Republican,blue,-0.8566228747367859,-0.2011926770210266,-0.3745551109313965
117,House,20952,-0.306,"CONNOLLY, Gerald E. (Gerry)",C001078,100,29964,Democrat,red,0.26583755016326904,0.33866000175476074,-0.05434238910675049
117,House,21191,0.532,"GRIFFITH, H. Morgan",G000568,200,91582,Republican,blue,-0.40753114223480225,-0.2095455527305603,-0.3160521984100342
117,House,21554,-0.386,"BEYER, Donald Sternoff Jr.",B001292,100,35322,Democrat,red,-0.09365475177764893,-0.4569322466850281,-0.05154341459274292
117,House,21736,-0.381,"MCEACHIN, Aston Donald",M001200,100,284914,Democrat,red,-0.6408056616783142,-0.018224895000457764,-0.5920077562332153
117,House,21908,0.719,"CLINE, Benjamin",C001118,200,337093,Republican,blue,-0.4080880880355835,-0.12225735187530518,-0.31851857900619507
117,House,21941,-0.206,"LURIA, Elaine",L000591,100,337091,Democrat,red,0.4334385395050049,0.41867518424987793,0.2667384147644043
117,House,21966,-0.177,"SPANBERGER, Abigail",S001209,100,337094,Democrat,red,0.45788609981536865,0.35639047622680664,0.28488004207611084
117,House,21983,-0.35,"WEXTON, Jennifer",W000825,100,337095,Democrat,red,-0.49915701150894165,0.2632559537887573,-0.3006560206413269
117,House,22120,0.8,"GOOD, Bob",G000595,200,418826,Republican,blue,-0.5564444065093994,-0.02408313751220703,-0.36540985107421875
117,House,39307,-0.45,"SCOTT, Robert C.",S000185,100,13578,Democrat,red,-0.8097325563430786,-0.3671797513961792,-0.6027003526687622
117,House,20145,-0.365,"LARSEN, Richard Ray (Rick)",L000560,100,13401,Democrat,red,0.26902174949645996,0.23724782466888428,0.07607805728912354
117,House,20535,0.422,"McMORRIS RODGERS, Cathy",M001159,200,13460,Republican,blue,0.6083308458328247,-0.056900739669799805,0.47511351108551025
117,House,21187,0.336,"HERRERA BEUTLER, Jaime",H001056,200,91591,Republican,blue,-0.09412986040115356,-0.17153692245483398,-0.0137251615524292
117,House,21368,-0.309,"KILMER, Derek",K000381,100,117352,Democrat,red,-0.36402398347854614,-0.4631263017654419,-0.4139375686645508
117,House,21556,0.33,"NEWHOUSE, Daniel Milton",N000189,200,234696,Republican,blue,-0.5320470333099365,-0.009810388088226318,-0.362984836101532
117,House,21726,-0.653,"JAYAPAL, Pramila",J000298,100,284916,Democrat,red,-1.0,-0.07332950830459595,-1.0
117,House,21962,-0.285,"SCHRIER, Kim",S001216,100,337096,Democrat,red,0.25281453132629395,0.18679726123809814,-0.24749529361724854
117,House,22153,-0.412,"STRICKLAND, Marilyn",S001159,100,416279,Democrat,red,-0.45156586170196533,-0.07203316688537598,-0.38698291778564453
117,House,29768,-0.287,"SMITH, Adam",S000510,100,13596,Democrat,red,0.2758316993713379,0.2128509283065796,0.09406900405883789
117,House,31101,-0.289,"DelBENE, Suzan K.",D000617,100,43854,Democrat,red,0.3172454833984375,0.3524411916732788,0.04835498332977295
117,House,21188,0.3,"McKINLEY, David",M001180,200,91607,Republican,blue,-0.1593414545059204,-0.5272824764251709,0.37778961658477783
117,House,21557,0.557,"MOONEY, Alex X.",M001195,200,128791,Republican,blue,-0.17442119121551514,-0.24324530363082886,-0.08941680192947388
117,House,21946,0.495,"MILLER, Carol",M001205,200,337097,Republican,blue,-0.4658028483390808,-0.20796066522598267,-0.4164649248123169
117,House,20537,-0.526,"MOORE, Gwendolynne S. (Gwen)",M001160,100,13482,Democrat,red,-0.3156387209892273,-0.35547876358032227,-0.25709134340286255
117,House,21370,-0.531,"POCAN, Mark",P000607,100,117217,Democrat,red,-0.6981371641159058,-0.20741373300552368,-0.6722946166992188
117,House,21559,0.6,"GROTHMAN, Glenn",G000576,200,216692,Republican,blue,-0.4157067537307739,0.010725140571594238,-0.26658499240875244
117,House,21720,0.427,"GALLAGHER, Michael",G000579,200,284917,Republican,blue,-0.31982535123825073,-0.1270449161529541,-0.20152658224105835
117,House,21970,0.412,"STEIL, Bryan",S001213,200,327439,Republican,blue,-0.7704263925552368,0.2190951108932495,-0.5611160397529602
117,House,21989,0.644,"TIFFANY, Thomas P.",T000165,200,418555,Republican,blue,-0.3725104331970215,-0.0152665376663208,-0.25420457124710083
117,House,22115,0.609,"FITZGERALD, Scott",F000471,200,418494,Republican,blue,-0.5383923053741455,0.025879979133605957,-0.31582361459732056
117,House,29769,-0.26,"KIND, Ron",K000188,100,13381,Democrat,red,0.21967804431915283,0.20701861381530762,0.004002571105957031
117,House,21710,0.405,"CHENEY, Liz",C001109,200,42333,Republican,blue,0.102294921875,-0.1117391586303711,0.259832501411438
117,Senate,42102,0.936,"TUBERVILLE, Thomas Hawley (Tommy)",T000278,200,417285,Republican,blue,0.03486287593841553,0.3556026220321655,-0.38806283473968506
117,Senate,94659,0.446,"SHELBY, Richard C.",S000320,200,13587,Republican,blue,0.7733491659164429,0.4951273202896118,0.7988479137420654
117,Senate,40300,0.211,"MURKOWSKI, Lisa",M001153,200,13485,Republican,blue,0.7690697908401489,0.47335636615753174,0.8092770576477051
117,Senate,41500,0.483,"SULLIVAN, Daniel Scott",S001198,200,143892,Republican,blue,0.8191320896148682,0.4907470941543579,0.8801554441452026
117,Senate,21300,-0.105,"SINEMA, Kyrsten",S001191,100,117188,Democrat,red,0.460010290145874,0.30891335010528564,0.33454573154449463
117,Senate,41905,-0.2,"KELLY, Mark Edward",K000377,100,416189,Democrat,red,0.5865592956542969,0.17702758312225342,0.573501467704773
117,Senate,20101,0.425,"BOOZMAN, John",B001236,200,13089,Republican,blue,0.11176061630249023,-0.7521024346351624,-0.017586350440979004
117,Senate,21301,0.599,"COTTON, Tom",C001095,200,117824,Republican,blue,0.8263955116271973,0.4907881021499634,0.8856202363967896
117,Senate,41701,-0.709,"HARRIS, Kamala Devi",H001075,100,92446,Democrat,red,0.6036787033081055,0.32807278633117676,0.531062126159668
117,Senate,42104,-0.396,"PADILLA, Alejandro (Alex)",P000145,100,47468,Democrat,red,-0.8084473013877869,-0.4903486967086792,-0.6188212633132935
117,Senate,49300,-0.268,"FEINSTEIN, Dianne",F000062,100,13284,Democrat,red,0.9588198661804199,0.2261587381362915,0.8925167322158813
117,Senate,40910,-0.23,"BENNET, Michael F.",B001267,100,38250,Democrat,red,0.9296054840087891,0.2244863510131836,0.8474917411804199
117,Senate,42101,-0.249,"HICKENLOOPER, John Wright",H000273,100,416271,Democrat,red,0.6031817197799683,0.22449958324432373,0.5773223638534546
117,Senate,20707,-0.272,"MURPHY, Christopher",M001169,100,13487,Democrat,red,0.6159387826919556,0.4431689977645874,0.5157960653305054
117,Senate,41101,-0.436,"BLUMENTHAL, Richard",B001277,100,91560,Democrat,red,0.6449179649353027,0.39185476303100586,0.5534881353378296
117,Senate,15015,-0.178,"CARPER, Thomas Richard",C000174,100,13166,Democrat,red,0.7452911138534546,0.3443896770477295,0.676508903503418
117,Senate,40916,-0.231,"COONS, Christopher A.",C001088,100,91493,Democrat,red,0.6390610933303833,0.29888367652893066,0.5629822015762329
117,Senate,41102,0.613,"RUBIO, Marco",R000595,200,91622,Republican,blue,0.9244370460510254,0.4523434638977051,0.9765570163726807
117,Senate,41903,0.664,"SCOTT, Richard Lynn (Rick)",S001217,200,82212,Republican,blue,-0.7600753903388977,-0.3880130648612976,-0.6333997845649719
117,Senate,41904,0.555,"LOEFFLER, Kelly",L000594,200,139907,Republican,blue,0.09922075271606445,-0.1900692582130432,0.359535813331604
117,Senate,42103,-0.444,"OSSOFF, Thomas Jonathan (Jon)",O000174,100,386430,Democrat,red,0.5900254249572754,0.041399359703063965,0.6600013971328735
117,Senate,42105,-0.407,"WARNOCK, Raphael Gamaliel",W000790,100,416261,Democrat,red,0.5877556800842285,0.037719130516052246,0.6607521772384644
117,Senate,20713,-0.513,"HIRONO, Mazie",H001042,100,13340,Democrat,red,0.5129550695419312,0.30826401710510254,0.37960147857666016
117,Senate,41112,-0.443,"SCHATZ, Brian Emanuel",S001194,100,133538,Democrat,red,0.26586103439331055,0.25266730785369873,0.038388609886169434
117,Senate,29345,0.501,"CRAPO, Michael Dean",C000880,200,13219,Republican,blue,0.6816881895065308,0.05165064334869385,0.5290757417678833
117,Senate,40902,0.549,"RISCH, James",R000584,200,76199,Republican,blue,0.6017868518829346,0.033309102058410645,0.4900094270706177
117,Senate,15021,-0.348,"DURBIN, Richard Joseph",D000563,100,13261,Democrat,red,0.9024319648742676,0.23982739448547363,0.8025913238525391
117,Senate,21325,-0.336,"DUCKWORTH, Tammy",D000622,100,35528,Democrat,red,0.8859479427337646,0.22607314586639404,0.7920421361923218
117,Senate,21133,0.449,"YOUNG, Todd",Y000064,200,91639,Republican,blue,0.724245548248291,0.44419193267822266,0.7575322389602661
117,Senate,41900,0.8,"BRAUN, Michael",B001310,200,315228,Republican,blue,-0.37483125925064087,-0.10233551263809204,-0.3055484890937805
117,Senate,14226,0.356,"GRASSLEY, Charles Ernest",G000386,200,13312,Republican,blue,0.8208816051483154,0.46694350242614746,0.8800908327102661
117,Senate,41502,0.538,"ERNST, Joni",E000295,200,284861,Republican,blue,0.8096603155136108,0.4824007749557495,0.8596276044845581
117,Senate,21734,0.587,"MARSHALL, Roger Wayne",M001198,200,284893,Republican,blue,-0.14624923467636108,0.4869898557662964,-0.38932502269744873
117,Senate,29722,0.417,"MORAN, Jerry",M000934,200,13484,Republican,blue,-0.003887176513671875,0.5148682594299316,-0.353534996509552
117,Senate,14921,0.404,"McCONNELL, Addison Mitchell (Mitch)",M000355,200,13450,Republican,blue,0.9489316940307617,0.41386449337005615,0.9814138412475586
117,Senate,41104,0.891,"PAUL, Rand",P000603,200,91612,Republican,blue,0.13874506950378418,-0.2710040807723999,0.4888509511947632
117,Senate,20919,0.469,"CASSIDY, Bill",C001075,200,31682,Republican,blue,0.7354899644851685,0.46700119972229004,0.781063437461853
117,Senate,41703,0.551,"KENNEDY, John Neely",K000393,200,30655,Republican,blue,0.10540139675140381,-0.16816580295562744,0.3294578790664673
117,Senate,41300,-0.162,"KING, Angus Stanley, Jr.",K000383,328,34107,Other,gray,0.2262502908706665,0.22174298763275146,0.011376500129699707
117,Senate,49703,0.117,"COLLINS, Susan Margaret",C001035,200,13204,Republican,blue,0.8577218055725098,0.4647265672683716,0.9128756523132324
117,Senate,15408,-0.32,"CARDIN, Benjamin Louis",C000141,100,13158,Democrat,red,0.7835397720336914,0.33375823497772217,0.709166407585144
117,Senate,20330,-0.392,"VAN HOLLEN, Christopher",V000128,100,13642,Democrat,red,0.6212395429611206,0.32369399070739746,0.5439810752868652
117,Senate,14435,-0.514,"MARKEY, Edward John",M000133,100,13438,Democrat,red,0.880109429359436,0.2509385347366333,0.7728606462478638
117,Senate,41301,-0.753,"WARREN, Elizabeth",W000817,100,39820,Democrat,red,0.9367094039916992,0.1793379783630371,0.8398994207382202
117,Senate,20923,-0.246,"PETERS, Gary C.",P000595,100,31196,Democrat,red,0.8056502342224121,0.21402192115783691,0.7123674154281616
117,Senate,29732,-0.342,"STABENOW, Deborah Ann",S000770,100,13610,Democrat,red,0.9455554485321045,0.22000086307525635,0.8783968687057495
117,Senate,40700,-0.284,"KLOBUCHAR, Amy",K000367,100,13388,Democrat,red,0.9041132926940918,0.22227907180786133,0.8029358386993408
117,Senate,41706,-0.397,"SMITH, Tina",S001203,100,284926,Democrat,red,0.5286940336227417,0.26704704761505127,0.4105846881866455
117,Senate,29534,0.377,"WICKER, Roger F.",W000437,200,13668,Republican,blue,0.5993499755859375,0.009765863418579102,0.49543023109436035
117,Senate,41707,0.451,"HYDE-SMITH, Cindy",H001079,200,315771,Republican,blue,-0.8730494976043701,0.05891537666320801,-0.9083179235458374
117,Senate,29735,0.398,"BLUNT, Roy",B000575,200,13082,Republican,blue,0.8544886112213135,0.4766108989715576,0.9174180030822754
117,Senate,41901,0.751,"HAWLEY, Joshua David",H001089,200,282656,Republican,blue,-0.3458682894706726,-0.20121484994888306,-0.23408496379852295
117,Senate,21338,0.585,"DAINES, Steve",D000618,200,97551,Republican,blue,0.7772462368011475,0.47347140312194824,0.831267237663269
117,Senate,40702,-0.215,"TESTER, Jon",T000464,100,78907,Democrat,red,0.9223445653915405,0.22548973560333252,0.8389855623245239
117,Senate,41302,0.462,"FISCHER, Debra (Deb)",F000463,200,118177,Republican,blue,0.030013203620910645,-0.42590147256851196,0.22085678577423096
117,Senate,41503,0.669,"SASSE, Benjamin Eric",S001197,200,188940,Republican,blue,0.7171685695648193,0.4337269067764282,0.7501811981201172
117,Senate,21743,-0.288,"ROSEN, Jacklyn Sheryl",R000608,100,284903,Democrat,red,0.30573081970214844,0.17444157600402832,0.0711127519607544
117,Senate,41700,-0.36,"CORTEZ MASTO, Catherine Marie",C001113,100,114182,Democrat,red,0.7960878610610962,0.24707567691802979,0.713817834854126
117,Senate,40906,-0.238,"SHAHEEN, Jeanne",S001181,100,34240,Democrat,red,0.9418649673461914,0.21931242942810059,0.8670432567596436
117,Senate,41702,-0.233,"HASSAN, Margaret (Maggie)",H001076,100,284869,Democrat,red,0.6620712280273438,0.3095879554748535,0.5787290334701538
117,Senate,29373,-0.367,"MENENDEZ, Robert",M000639,100,13468,Democrat,red,0.8713163137435913,0.28299713134765625,0.7635151147842407
117,Senate,41308,-0.582,"BOOKER, Cory Anthony",B001288,100,47994,Democrat,red,0.7095025777816772,0.22880172729492188,0.6384915113449097
117,Senate,20930,-0.329,"HEINRICH, Martin",H001046,100,32397,Democrat,red,0.6117157936096191,0.26170945167541504,0.4964926242828369
117,Senate,20932,-0.368,"LUJÁN, Ben Ray",L000570,100,40658,Democrat,red,0.4579472541809082,0.26268482208251953,0.2418726682662964
117,Senate,14858,-0.355,"SCHUMER, Charles Ellis (Chuck)",S000148,100,13575,Democrat,red,0.9937083721160889,0.28144729137420654,0.9776996374130249
117,Senate,20735,-0.469,"GILLIBRAND, Kirsten",G000555,100,13302,Democrat,red,0.9759464263916016,0.23658549785614014,0.9242335557937622
117,Senate,29548,0.435,"BURR, Richard M.",B001135,200,13137,Republican,blue,0.8346751928329468,0.4825778007507324,0.8976461887359619
117,Senate,41504,0.4,"TILLIS, Thomas Roland (Thom)",T000476,200,159469,Republican,blue,0.773422360420227,0.4733712673187256,0.831200122833252
117,Senate,21350,0.399,"CRAMER, Kevin",C001096,200,42911,Republican,blue,-0.21414148807525635,-0.5731312036514282,0.22742795944213867
117,Senate,41107,0.39,"HOEVEN, John",H001061,200,91593,Republican,blue,0.10976552963256836,-0.5585415363311768,0.2646470069885254
117,Senate,29386,0.371,"PORTMAN, Robert Jones (Rob)",P000449,200,13731,Republican,blue,0.9153318405151367,0.44766032695770264,0.9667710065841675
117,Senate,29389,-0.427,"BROWN, Sherrod",B000944,100,13127,Democrat,red,0.9092295169830322,0.20927751064300537,0.7951672077178955
117,Senate,15424,0.552,"INHOFE, James Mountain",I000024,200,13353,Republican,blue,-0.021025359630584717,-0.5898476243019104,0.13058078289031982
117,Senate,21166,0.608,"LANKFORD, James",L000575,200,91603,Republican,blue,-0.0938560962677002,-0.5822125673294067,0.1049429178237915
117,Senate,14871,-0.33,"WYDEN, Ronald Lee",W000779,100,13676,Democrat,red,0.9009170532226562,0.24911046028137207,0.8156822919845581
117,Senate,40908,-0.442,"MERKLEY, Jeff",M001176,100,30905,Democrat,red,0.8235131502151489,0.2460324764251709,0.7332152128219604
117,Senate,29935,0.624,"TOOMEY, Patrick Joseph",T000461,200,13799,Republican,blue,0.8976819515228271,0.4574998617172241,0.9564887285232544
117,Senate,40703,-0.313,"CASEY, Robert (Bob), Jr.",C001070,100,13173,Democrat,red,0.9052518606185913,0.24151992797851562,0.7954717874526978
117,Senate,29142,-0.367,"REED, John F. (Jack)",R000122,100,13537,Democrat,red,0.7514815330505371,0.30731236934661865,0.6773790121078491
117,Senate,40704,-0.355,"WHITEHOUSE, Sheldon",W000802,100,13666,Democrat,red,0.8889907598495483,0.2395789623260498,0.7967479228973389
117,Senate,21173,0.629,"SCOTT, Tim",S001184,200,91627,Republican,blue,0.8055983781814575,0.487751841545105,0.853716254234314
117,Senate,29566,0.371,"GRAHAM, Lindsey O.",G000359,200,13310,Republican,blue,0.8140751123428345,0.5186706781387329,0.8638051748275757
117,Senate,29754,0.428,"THUNE, John",T000250,200,13632,Republican,blue,0.889654278755188,0.4578979015350342,0.9471640586853027
117,Senate,41505,0.364,"ROUNDS, Marion Michael (Mike)",R000605,200,34391,Republican,blue,0.573269248008728,0.020748019218444824,0.4515407085418701
117,Senate,20351,0.628,"BLACKBURN, Marsha",B001243,200,13079,Republican,blue,0.09888803958892822,-0.18214702606201172,0.3133881092071533
117,Senate,42100,0.693,"HAGERTY, William Francis (Bill)",H000601,200,416559,Republican,blue,-0.8084646463394165,0.2369246482849121,-0.5732958912849426
117,Senate,40305,0.473,"CORNYN, John",C001056,200,13212,Republican,blue,0.8884468078613281,0.4644681215286255,0.9538171291351318
117,Senate,41304,0.806,"CRUZ, Rafael Edward (Ted)",C001098,200,96583,Republican,blue,0.8094110488891602,0.5341731309890747,0.8751747608184814
117,Senate,41110,0.891,"LEE, Mike",L000577,200,91604,Republican,blue,0.14741790294647217,-0.1510152816772461,0.40945541858673096
117,Senate,41902,0.287,"ROMNEY, Willard Mitt (Mitt)",R000615,200,34136,Republican,blue,1.0,0.3054910898208618,1.0
117,Senate,14307,-0.36,"LEAHY, Patrick Joseph",L000174,100,13407,Democrat,red,0.8844135999679565,0.2451615333557129,0.7928290367126465
117,Senate,29147,-0.539,"SANDERS, Bernard",S000033,328,13568,Other,gray,0.6478558778762817,0.30805814266204834,0.5773330926895142
117,Senate,40909,-0.205,"WARNER, Mark",W000805,100,34457,Democrat,red,0.9427604675292969,0.23159825801849365,0.8619675636291504
117,Senate,41305,-0.245,"KAINE, Timothy Michael (Tim)",K000384,100,96579,Democrat,red,0.9209408760070801,0.22505438327789307,0.8335769176483154
117,Senate,39310,-0.305,"CANTWELL, Maria E.",C000127,100,13152,Democrat,red,0.9714192152023315,0.21665072441101074,0.9195102453231812
117,Senate,49308,-0.352,"MURRAY, Patty",M001111,100,13490,Democrat,red,0.9663552045822144,0.21419405937194824,0.9131492376327515
117,Senate,20146,0.277,"CAPITO, Shelley Moore",C001047,200,13155,Republican,blue,0.11237478256225586,-0.5165596604347229,0.39889419078826904
117,Senate,40915,-0.058,"MANCHIN, Joe, III",M001183,100,34472,Democrat,red,0.508333683013916,0.07315635681152344,0.4333055019378662
117,Senate,29940,-0.492,"BALDWIN, Tammy",B001230,100,12987,Democrat,red,0.8184070587158203,0.21584618091583252,0.7081880569458008
117,Senate,41111,0.629,"JOHNSON, Ron",J000293,200,91598,Republican,blue,0.7809510231018066,0.5253771543502808,0.8307977914810181
117,Senate,20953,0.691,"LUMMIS, Cynthia M.",L000571,200,91524,Republican,blue,-0.09320664405822754,-0.2626764178276062,0.0500943660736084
117,Senate,40707,0.537,"BARRASSO, John A.",B001261,200,12990,Republican,blue,0.6477991342544556,0.02646636962890625,0.5032119750976562
